	movie_ids
2570	6087
2571	6089
2572	6094
2573	6097
2574	6098
2575	6099
2576	6102
2577	6104
2578	6107
2579	6109
2580	6113
2581	6114
2582	6116
2583	6119
2584	6121
2585	6123
2586	6126
2587	6130
2588	6131
2589	6133
2590	6134
2591	6135
2592	6137
2593	6139
2594	6145
2595	6146
2596	6148
2597	6151
2598	6152
2599	6158
2600	6163
2601	6165
2602	6166
2603	6167
2604	6168
2605	6169
2606	6172
2607	6173
2608	6176
2609	6177
2610	6181
2611	6185
2612	6187
2613	6188
2614	6189
2615	6190
2616	6192
2617	6193
2618	6194
2619	6201
2620	6202
2621	6205
2622	6206
2623	6208
2624	6209
2625	6215
2626	6220
2627	6222
2628	6223
2629	6226
2630	6229
2631	6230
2632	6231
2633	6234
2634	6237
2635	6238
2636	6246
2637	6247
2638	6248
2639	6256
2640	6257
2641	6258
2642	6261
2643	6262
2644	6266
2645	6268
2646	6270
2647	6273
2648	6278
2649	6282
2650	6286
2651	6288
2652	6290
2653	6292
2654	6293
2655	6296
2656	6300
2657	6301
2658	6303
2659	6306
2660	6307
2661	6312
2662	6319
2663	6320
2664	6325
2665	6326
2666	6329
2667	6330
2668	6331
2669	6334
2670	6336
2671	6339
2672	6342
2673	6343
2674	6344
2675	6352
2676	6353
2677	6355
2678	6361
2679	6362
2680	6364
2681	6365
2682	6371
2683	6372
2684	6373
2685	6379
2686	6387
2687	6388
2688	6392
2689	6400
2690	6402
2691	6404
2692	6405
2693	6408
2694	6409
2695	6411
2696	6412
2697	6417
2698	6422
2699	6423
2700	6424
2701	6425
2702	6426
2703	6427
2704	6428
2705	6434
2706	6436
2707	6437
2708	6439
2709	6441
2710	6443
2711	6447
2712	6448
2713	6449
2714	6453
2715	6454
2716	6455
2717	6456
2718	6467
2719	6468
2720	6471
2721	6473
2722	6475
2723	6476
2724	6482
2725	6484
2726	6488
2727	6490
2728	6500
2729	6501
2730	6503
2731	6504
2732	6506
2733	6508
2734	6509
2735	6512
2736	6513
2737	6514
2738	6518
2739	6527
2740	6528
2741	6534
2742	6535
2743	6538
2744	6539
2745	6540
2746	6541
2747	6545
2748	6548
2749	6550
2750	6553
2751	6554
2752	6556
2753	6558
2754	6561
2755	6565
2756	6568
2757	6569
2758	6570
2759	6571
2760	6572
2761	6574
2762	6576
2763	6581
2764	6586
2765	6588
2766	6593
2767	6594
2768	6596
2769	6597
2770	6598
2771	6599
2772	6600
2773	6613
2774	6614
2775	6616
2776	6619
2777	6620
2778	6621
2779	6623
2780	6632
2781	6633
2782	6635
2783	6639
2784	6640
2785	6642
2786	6643
2787	6644
2788	6645
2789	6649
2790	6651
2791	6652
2792	6654
2793	6657
2794	6658
2795	6659
2796	6663
2797	6664
2798	6665
2799	6666
2800	6668
2801	6671
2802	6674
2803	6675
2804	6676
2805	6677
2806	6679
2807	6683
2808	6684
2809	6685
2810	6686
2811	6687
2812	6689
2813	6691
2814	6692
2815	6693
2816	6697
2817	6698
2818	6699
2819	6703
2820	6704
2821	6705
2822	6709
2823	6716
2824	6719
2825	6720
2826	6721
2827	6726
2828	6730
2829	6733
2830	6734
2831	6736
2832	6738
2833	6739
2834	6741
2835	6745
2836	6750
2837	6752
2838	6757
2839	6759
2840	6762
2841	6763
2842	6764
2843	6766
2844	6768
2845	6770
2846	6773
2847	6774
2848	6775
2849	6776
2850	6777
2851	6778
2852	6785
2853	6788
2854	6789
2855	6794
2856	6800
2857	6802
2858	6811
2859	6812
2860	6819
2861	6829
2862	6831
2863	6833
2864	6834
2865	6835
2866	6839
2867	6840
2868	6844
2869	6846
2870	6849
2871	6850
2872	6852
2873	6853
2874	6854
2875	6857
2876	6860
2877	6862
2878	6864
2879	6865
2880	6866
2881	6867
2882	6873
2883	6876
2884	6878
2885	6879
2886	6880
2887	6883
2888	6884
2889	6885
2890	6886
2891	6887
2892	6888
2893	6889
2894	6890
2895	6891
2896	6892
2897	6896
2898	6899
2899	6901
2900	6903
2901	6904
2902	6905
2903	6906
2904	6907
2905	6914
2906	6915
2907	6916
2908	6917
2909	6922
2910	6923
2911	6931
2912	6934
2913	6935
2914	6936
2915	6937
2916	6939
2917	6940
2918	6941
2919	6942
2920	6945
2921	6946
2922	6947
2923	6948
2924	6949
2925	6957
2926	6959
2927	6963
2928	6964
2929	6965
2930	6967
2931	6968
2932	6969
2933	6971
2934	6972
2935	6973
2936	6976
2937	6978
2938	6979
2939	6982
2940	6983
2941	6987
2942	6988
2943	6989
2944	6991
2945	6994
2946	6998
2947	7000
2948	7004
2949	7006
2950	7008
2951	7010
2952	7011
2953	7012
2954	7015
2955	7017
2956	7029
2957	7034
2958	7035
2959	7036
2960	7037
2961	7038
2962	7041
2963	7042
2964	7045
2965	7047
2966	7048
2967	7049
2968	7050
2969	7051
2970	7054
2971	7056
2972	7057
2973	7060
2974	7061
2975	7062
2976	7064
2977	7066
2978	7067
2979	7068
2980	7071
2981	7074
2982	7076
2983	7079
2984	7081
2985	7086
2986	7088
2987	7089
2988	7091
2989	7095
2990	7097
2991	7098
2992	7099
2993	7102
2994	7103
2995	7104
2996	7106
2997	7108
2998	7110
2999	7112
3000	7115
3001	7116
3002	7119
3003	7126
3004	7127
3005	7128
3006	7129
3007	7132
3008	7134
3009	7142
3010	7143
3011	7146
3012	7147
3013	7148
3014	7162
3015	7163
3016	7167
3017	7172
3018	7173
3019	7175
3020	7179
3021	7180
3022	7181
3023	7187
3024	7192
3025	7195
3026	7197
3027	7198
3028	7200
3029	7201
3030	7202
3031	7203
3032	7204
3033	7206
3034	7207
3035	7211
3036	7212
3037	7214
3038	7217
3039	7222
3040	7225
3041	7227
3042	7232
3043	7234
3044	7235
3045	7238
3046	7239
3047	7241
3048	7247
3049	7248
3050	7249
3051	7251
3052	7253
3053	7258
3054	7259
3055	7260
3056	7261
3057	7263
3058	7265
3059	7267
3060	7270
3061	7274
3062	7282
3063	7285
3064	7291
3065	7300
3066	7301
3067	7306
3068	7307
3069	7308
3070	7309
3071	7313
3072	7315
3073	7316
3074	7317
3075	7320
3076	7321
3077	7322
3078	7325
3079	7330
3080	7331
3081	7335
3082	7336
3083	7337
3084	7338
3085	7339
3086	7341
3087	7344
3088	7352
3089	7355
3090	7356
3091	7364
3092	7365
3093	7368
3094	7371
3095	7372
3096	7375
3097	7376
3098	7377
3099	7378
3100	7381
3101	7382
3102	7383
3103	7384
3104	7386
3105	7392
3106	7394
3107	7396
3108	7397
3109	7403
3110	7404
3111	7412
3112	7416
3113	7417
3114	7419
3115	7420
3116	7425
3117	7427
3118	7431
3119	7434
3120	7435
3121	7437
3122	7445
3123	7447
3124	7464
3125	7469
3126	7472
3127	7475
3128	7482
3129	7484
3130	7485
3131	7488
3132	7493
3133	7495
3134	7497
3135	7498
3136	7499
3137	7500
3138	7501
3139	7503
3140	7504
3141	7507
3142	7512
3143	7516
3144	7518
3145	7519
3146	7523
3147	7530
3148	7531
3149	7533
3150	7535
3151	7537
3152	7542
3153	7548
3154	7555
3155	7557
3156	7569
3157	7570
3158	7571
3159	7580
3160	7581
3161	7585
3162	7586
3163	7592
3164	7593
3165	7594
3166	7598
3167	7600
3168	7601
3169	7610
3170	7613
3171	7614
3172	7618
3173	7621
3174	7623
3175	7624
3176	7625
3177	7626
3178	7627
3179	7630
3180	7634
3181	7638
3182	7642
3183	7644
3184	7645
3185	7648
3186	7650
3187	7651
3188	7654
3189	7656
3190	7660
3191	7662
3192	7665
3193	7668
3194	7669
3195	7671
3196	7672
3197	7677
3198	7678
3199	7680
3200	7684
3201	7687
3202	7691
3203	7694
3204	7695
3205	7697
3206	7698
3207	7699
3208	7702
3209	7705
3210	7709
3211	7710
3212	7711
3213	7719
3214	7721
3215	7724
3216	7726
3217	7727
3218	7728
3219	7738
3220	7743
3221	7745
3222	7746
3223	7749
3224	7750
3225	7753
3226	7755
3227	7756
3228	7763
3229	7764
3230	7769
3231	7771
3232	7772
3233	7773
3234	7776
3235	7777
3236	7781
3237	7786
3238	7793
3239	7798
3240	7799
3241	7801
3242	7802
3243	7805
3244	7809
3245	7811
3246	7812
3247	7814
3248	7815
3249	7818
3250	7824
3251	7825
3252	7826
3253	7827
3254	7828
3255	7830
3256	7832
3257	7834
3258	7836
3259	7838
3260	7841
3261	7843
3262	7845
3263	7847
3264	7848
3265	7849
3266	7852
3267	7853
3268	7854
3269	7856
3270	7857
3271	7861
3272	7864
3273	7865
3274	7870
3275	7872
3276	7875
3277	7876
3278	7877
3279	7883
3280	7884
3281	7887
3282	7894
3283	7896
3284	7898
3285	7900
3286	7903
3287	7907
3288	7908
3289	7910
3290	7912
3291	7915
3292	7916
3293	7917
3294	7920
3295	7921
3296	7924
3297	7927
3298	7929
3299	7932
3300	7934
3301	7938
3302	7939
3303	7940
3304	7942
3305	7945
3306	7948
3307	7949
3308	7952
3309	7956
3310	7959
3311	7960
3312	7964
3313	7984
3314	7988
3315	7998
3316	7999
3317	8001
3318	8009
3319	8010
3320	8012
3321	8023
3322	8028
3323	8032
3324	8034
3325	8035
3326	8037
3327	8040
3328	8051
3329	8055
3330	8056
3331	8063
3332	8064
3333	8066
3334	8071
3335	8077
3336	8080
3337	8082
3338	8087
3339	8088
3340	8090
3341	8091
3342	8095
3343	8096
3344	8097
3345	8098
3346	8099
3347	8107
3348	8108
3349	8111
3350	8112
3351	8113
3352	8127
3353	8128
3354	8129
3355	8131
3356	8133
3357	8134
3358	8135
3359	8136
3360	8139
3361	8145
3362	8147
3363	8149
3364	8150
3365	8152
3366	8153
3367	8154
3368	8157
3369	8158
3370	8159
3371	8160
3372	8162
3373	8163
3374	8165
3375	8166
3376	8171
3377	8172
3378	8176
3379	8177
3380	8184
3381	8202
3382	8203
3383	8204
3384	8205
3385	8207
3386	8208
3387	8210
3388	8211
3389	8212
3390	8214
3391	8215
3392	8216
3393	8220
3394	8221
3395	8228
3396	8234
3397	8235
3398	8240
3399	8243
3400	8245
3401	8246
3402	8248
3403	8249
3404	8252
3405	8253
3406	8254
3407	8259
3408	8260
3409	8263
3410	8264
3411	8265
3412	8266
3413	8267
3414	8269
3415	8274
3416	8275
3417	8279
3418	8281
3419	8282
3420	8284
3421	8285
3422	8286
3423	8296
3424	8297
3425	8299
3426	8301
3427	8308
3428	8310
3429	8311
3430	8314
3431	8315
3432	8321
3433	8323
3434	8331
3435	8333
3436	8335
3437	8338
3438	8340
3439	8341
3440	8342
3441	8347
3442	8348
3443	8349
3444	8352
3445	8353
3446	8354
3447	8356
3448	8357
3449	8359
3450	8362
3451	8363
3452	8366
3453	8367
3454	8368
3455	8371
3456	8375
3457	8377
3458	8378
3459	8380
3460	8381
3461	8385
3462	8387
3463	8389
3464	8391
3465	8394
3466	8396
3467	8397
3468	8402
3469	8405
3470	8408
3471	8416
3472	8419
3473	8429
3474	8432
3475	8436
3476	8442
3477	8448
3478	8451
3479	8457
3480	8458
3481	8459
3482	8465
3483	8468
3484	8470
3485	8473
3486	8474
3487	8475
3488	8477
3489	8480
3490	8482
3491	8483
3492	8487
3493	8489
3494	8491
3495	8494
3496	8497
3497	8498
3498	8502
3499	8505
3500	8513
3501	8518
3502	8520
3503	8522
3504	8534
3505	8535
3506	8536
3507	8538
3508	8540
3509	8541
3510	8542
3511	8544
3512	8545
3513	8547
3514	8548
3515	8550
3516	8551
3517	8556
3518	8558
3519	8560
3520	8562
3521	8563
3522	8564
3523	8566
3524	8575
3525	8576
3526	8579
3527	8581
3528	8582
3529	8584
3530	8585
3531	8586
3532	8590
3533	8591
3534	8593
3535	8594
3536	8601
3537	8602
3538	8605
3539	8610
3540	8614
3541	8618
3542	8627
3543	8632
3544	8637
3545	8642
3546	8645
3547	8650
3548	8652
3549	8660
3550	8664
3551	8665
3552	8666
3553	8667
3554	8671
3555	8672
3556	8673
3557	8680
3558	8684
3559	8688
3560	8693
3561	8695
3562	8698
3563	8712
3564	8726
3565	8731
3566	8732
3567	8734
3568	8737
3569	8738
3570	8741
3571	8744
3572	8745
3573	8748
3574	8753
3575	8754
3576	8755
3577	8757
3578	8758
3579	8760
3580	8762
3581	8764
3582	8765
3583	8768
3584	8772
3585	8774
3586	8777
3587	8779
3588	8784
3589	8786
3590	8787
3591	8791
3592	8793
3593	8794
3594	8799
3595	8804
3596	8806
3597	8811
3598	8813
3599	8814
3600	8816
3601	8818
3602	8823
3603	8826
3604	8827
3605	8831
3606	8832
3607	8835
3608	8836
3609	8842
3610	8843
3611	8844
3612	8846
3613	8847
3614	8848
3615	8849
3616	8852
3617	8860
3618	8861
3619	8862
3620	8864
3621	8865
3622	8869
3623	8870
3624	8875
3625	8878
3626	8879
3627	8881
3628	8890
3629	8897
3630	8898
3631	8900
3632	8901
3633	8902
3634	8907
3635	8911
3636	8914
3637	8915
3638	8919
3639	8926
3640	8930
3641	8931
3642	8935
3643	8937
3644	8938
3645	8939
3646	8942
3647	8945
3648	8948
3649	8958
3650	8966
3651	8967
3652	8973
3653	8974
3654	8976
3655	8978
3656	8979
3657	8981
3658	8982
3659	8983
3660	8994
3661	8995
3662	8998
3663	8999
3664	9000
3665	9003
3666	9011
3667	9012
3668	9016
3669	9020
3670	9021
3671	9025
3672	9028
3673	9029
3674	9034
3675	9035
3676	9040
3677	9064
3678	9065
3679	9073
3680	9075
3681	9076
3682	9079
3683	9080
3684	9083
3685	9088
3686	9090
3687	9096
3688	9097
3689	9098
3690	9102
3691	9104
3692	9107
3693	9111
3694	9113
3695	9114
3696	9116
3697	9119
3698	9123
3699	9125
3700	9128
3701	9130
3702	9131
3703	9134
3704	9137
3705	9138
3706	9140
3707	9145
3708	9146
3709	9147
3710	9148
3711	9149
3712	9151
3713	9154
3714	9158
3715	9163
3716	9166
3717	9167
3718	9170
3719	9174
3720	9175
3721	9176
3722	9178
3723	9179
3724	9180
3725	9181
3726	9188
3727	9189
3728	9191
3729	9193
3730	9194
3731	9195
3732	9197
3733	9203
3734	9204
3735	9206
3736	9207
3737	9208
3738	9211
3739	9215
3740	9220
3741	9222
3742	9223
3743	9225
3744	9226
3745	9230
3746	9232
3747	9233
3748	9235
3749	9237
3750	9238
3751	9243
3752	9245
3753	9246
3754	9249
3755	9251
3756	9254
3757	9258
3758	9263
3759	9266
3760	9270
3761	9273
3762	9275
3763	9279
3764	9280
3765	9282
3766	9283
3767	9284
3768	9285
3769	9286
3770	9291
3771	9297
3772	9299
3773	9308
3774	9309
3775	9315
3776	9316
3777	9319
3778	9320
3779	9322
3780	9323
3781	9327
3782	9328
3783	9329
3784	9330
3785	9332
3786	9333
3787	9336
3788	9338
3789	9339
3790	9342
3791	9343
3792	9344
3793	9345
3794	9346
3795	9353
3796	9357
3797	9361
3798	9364
3799	9365
3800	9368
3801	9373
3802	9374
3803	9375
3804	9377
3805	9379
3806	9380
3807	9381
3808	9382
3809	9384
3810	9387
3811	9389
3812	9393
3813	9397
3814	9399
3815	9400
3816	9401
3817	9403
3818	9404
3819	9406
3820	9407
3821	9408
3822	9410
3823	9417
3824	9419
3825	9420
3826	9421
3827	9422
3828	9425
3829	9426
3830	9429
3831	9430
3832	9432
3833	9435
3834	9436
3835	9437
3836	9438
3837	9439
3838	9440
3839	9441
3840	9442
3841	9443
3842	9444
3843	9447
3844	9449
3845	9452
3846	9455
3847	9457
3848	9459
3849	9460
3850	9461
3851	9462
3852	9467
3853	9470
3854	9471
3855	9472
3856	9475
3857	9476
3858	9478
3859	9480
3860	9481
3861	9482
3862	9483
3863	9484
3864	9486
3865	9488
3866	9489
3867	9490
3868	9495
3869	9496
3870	9497
3871	9502
3872	9503
3873	9504
3874	9506
3875	9507
3876	9508
3877	9509
3878	9510
3879	9512
3880	9514
3881	9515
3882	9518
3883	9520
3884	9521
3885	9523
3886	9525
3887	9528
3888	9530
3889	9534
3890	9535
3891	9536
3892	9538
3893	9540
3894	9541
3895	9547
3896	9551
3897	9552
3898	9554
3899	9558
3900	9562
3901	9563
3902	9564
3903	9566
3904	9570
3905	9571
3906	9573
3907	9574
3908	9575
3909	9576
3910	9577
3911	9578
3912	9579
3913	9584
3914	9587
3915	9594
3916	9595
3917	9597
3918	9598
3919	9599
3920	9600
3921	9601
3922	9602
3923	9603
3924	9609
3925	9610
3926	9611
3927	9614
3928	9615
3929	9619
3930	9621
3931	9626
3932	9628
3933	9630
3934	9632
3935	9633
3936	9634
3937	9638
3938	9644
3939	9650
3940	9651
3941	9652
3942	9653
3943	9654
3944	9656
3945	9659
3946	9660
3947	9663
3948	9665
3949	9667
3950	9669
3951	9671
3952	9672
3953	9676
3954	9681
3955	9682
3956	9684
3957	9685
3958	9687
3959	9688
3960	9689
3961	9690
3962	9692
3963	9694
3964	9695
3965	9701
3966	9704
3967	9707
3968	9708
3969	9709
3970	9711
3971	9712
3972	9713
3973	9715
3974	9717
3975	9719
3976	9722
3977	9723
3978	9724
3979	9728
3980	9729
3981	9730
3982	9731
3983	9734
3984	9737
3985	9739
3986	9740
3987	9742
3988	9743
3989	9747
3990	9748
3991	9749
3992	9752
3993	9753
3994	9754
3995	9758
3996	9759
3997	9760
3998	9761
3999	9772
4000	9775
4001	9777
4002	9778
4003	9779
4004	9781
4005	9782
4006	9783
4007	9785
4008	9786
4009	9787
4010	9797
4011	9798
4012	9799
4013	9801
4014	9802
4015	9805
4016	9807
4017	9809
4018	9813
4019	9814
4020	9815
4021	9816
4022	9818
4023	9821
4024	9823
4025	9824
4026	9828
4027	9831
4028	9833
4029	9834
4030	9835
4031	9841
4032	9848
4033	9850
4034	9853
4035	9854
4036	9855
4037	9857
4038	9861
4039	9862
4040	9863
4041	9864
4042	9865
4043	9866
4044	9870
4045	9871
4046	9872
4047	9874
4048	9875
4049	9880
4050	9888
4051	9889
4052	9890
4053	9891
4054	9892
4055	9893
4056	9894
4057	9895
4058	9898
4059	9900
4060	9905
4061	9907
4062	9908
4063	9913
4064	9914
4065	9916
4066	9918
4067	9922
4068	9927
4069	9931
4070	9932
4071	9934
4072	9935
4073	9936
4074	9937
4075	9938
4076	9939
4077	9940
4078	9941
4079	9942
4080	9945
4081	9946
4082	9948
4083	9949
4084	9952
4085	9953
4086	9954
4087	9957
4088	9958
4089	9960
4090	9966
4091	9969
4092	9971
4093	9972
4094	9975
4095	9977
4096	9978
4097	9979
4098	9981
4099	9982
4100	9984
4101	9987
4102	9989
4103	9990
4104	9994
4105	9997
4106	9998
4107	9999
4108	10001
4109	10002
4110	10004
4111	10006
4112	10008
4113	10010
4114	10011
4115	10015
4116	10018
4117	10020
4118	10021
4119	10024
4120	10025
4121	10028
4122	10030
4123	10031
4124	10032
4125	10033
4126	10034
4127	10035
4128	10036
4129	10037
4130	10038
4131	10039
4132	10043
4133	10046
4134	10048
4135	10052
4136	10055
4137	10058
4138	10065
4139	10066
4140	10067
4141	10068
4142	10069
4143	10071
4144	10072
4145	10076
4146	10080
4147	10081
4148	10082
4149	10083
4150	10084
4151	10085
4152	10086
4153	10088
4154	10094
4155	10096
4156	10097
4157	10098
4158	10101
4159	10102
4160	10105
4161	10109
4162	10110
4163	10112
4164	10113
4165	10119
4166	10120
4167	10123
4168	10124
4169	10125
4170	10126
4171	10128
4172	10133
4173	10135
4174	10136
4175	10139
4176	10141
4177	10143
4178	10144
4179	10145
4180	10146
4181	10151
4182	10154
4183	10156
4184	10157
4185	10159
4186	10160
4187	10162
4188	10163
4189	10165
4190	10167
4191	10178
4192	10180
4193	10184
4194	10187
4195	10189
4196	10192
4197	10193
4198	10194
4199	10197
4200	10198
4201	10201
4202	10202
4203	10204
4204	10206
4205	10208
4206	10211
4207	10213
4208	10219
4209	10221
4210	10223
4211	10225
4212	10227
4213	10229
4214	10230
4215	10231
4216	10234
4217	10236
4218	10238
4219	10241
4220	10242
4221	10243
4222	10244
4223	10245
4224	10247
4225	10249
4226	10250
4227	10252
4228	10257
4229	10258
4230	10259
4231	10260
4232	10264
4233	10265
4234	10267
4235	10268
4236	10275
4237	10278
4238	10280
4239	10283
4240	10291
4241	10293
4242	10295
4243	10296
4244	10301
4245	10305
4246	10307
4247	10309
4248	10310
4249	10314
4250	10317
4251	10318
4252	10319
4253	10324
4254	10331
4255	10332
4256	10343
4257	10344
4258	10345
4259	10347
4260	10355
4261	10356
4262	10364
4263	10371
4264	10372
4265	10373
4266	10374
4267	10377
4268	10378
4269	10380
4270	10386
4271	10389
4272	10390
4273	10393
4274	10395
4275	10397
4276	10400
4277	10401
4278	10402
4279	10406
4280	10412
4281	10414
4282	10419
4283	10420
4284	10421
4285	10422
4286	10430
4287	10444
4288	10469
4289	10472
4290	10473
4291	10476
4292	10482
4293	10491
4294	10492
4295	10498
4296	10499
4297	10501
4298	10503
4299	10519
4300	10527
4301	10528
4302	10536
4303	10537
4304	10538
4305	10540
4306	10541
4307	10544
4308	10549
4309	10551
4310	10573
4311	10596
4312	10601
4313	10604
4314	10608
4315	10626
4316	10639
4317	10640
4318	10644
4319	10665
4320	10676
4321	10679
4322	10680
